V1	V2.x	V3	V4	V5	len	grp	diff
NC_021684.1	Gnomon	intron	3592758	3594115	1357	1170	1
NC_021684.1	Gnomon	exon	3594116	3594266	150	1171	1
NC_021684.1	Gnomon	intron	3594267	3595938	1671	1172	1
NC_021684.1	Gnomon	exon	3595939	3596097	158	1173	1
NC_021684.1	Gnomon	intron	3596098	3601367	5269	1174	1
NC_021684.1	Gnomon	exon	3601368	3601646	278	1175	1
NC_021684.1	Gnomon	intron	3601647	3616643	14996	1176	1
NC_021684.1	Gnomon	exon	3616644	3617647	1003	1177	1
NC_021684.1	Gnomon	intron	3617648	3618288	640	1178	1
NC_021684.1	Gnomon	exon	3618289	3618615	326	1179	1
NC_021684.1	Gnomon	intron	3618616	3619698	1082	1180	1
NC_021684.1	Gnomon	exon	3619699	3619838	139	1181	1
NC_021684.1	Gnomon	intron	3619839	3620151	312	1182	1
NC_021684.1	Gnomon	exon	3620152	3620309	157	1183	1
NC_021684.1	Gnomon	intron	3620310	3621088	778	1184	1
NC_021684.1	Gnomon	exon	3621089	3621224	135	1185	1
NC_021684.1	Gnomon	intron	3621225	3621911	686	1186	1
NC_021684.1	Gnomon	exon	3621912	3622027	115	1187	1
NC_021684.1	Gnomon	intron	3622028	3622329	301	1188	1
NC_021684.1	Gnomon	exon	3622330	3622809	479	1189	1
NC_021684.1	Gnomon	intron	3622810	3624163	1353	1190	1
NC_021684.1	Gnomon	exon	3624164	3624352	188	1191	1
NC_021684.1	Gnomon	intron	3624353	3628450	4097	1192	1
NC_021684.1	Gnomon	exon	3628451	3628714	263	1193	1
NC_021684.1	Gnomon	intron	3628715	3632144	3429	1194	1
NC_021684.1	Gnomon	exon	3632145	3632354	209	1195	1
NC_021684.1	Gnomon	intron	3632355	3648346	15991	1196	1
NC_021684.1	Gnomon	exon	3648347	3648426	79	1196	1
NC_021684.1	Gnomon	intron	3648427	3650075	1648	1197	1
NC_021684.1	Gnomon	exon	3650076	3650167	91	1198	1
NC_021684.1	Gnomon	intron	3650168	3650411	243	1199	1
NC_021684.1	Gnomon	exon	3650412	3650572	160	1200	1
NC_021684.1	Gnomon	intron	3650573	3653496	2923	1202	1
NC_021684.1	Gnomon	exon	3653497	3653739	242	1203	1
NC_021684.1	Gnomon	intron	3653740	3654725	985	1204	1
NC_021684.1	Gnomon	exon	3654726	3654805	79	1205	1
NC_021684.1	Gnomon	intron	3654806	3655280	474	1206	1
NC_021684.1	Gnomon	exon	3655281	3655383	102	1207	1
NC_021684.1	Gnomon	intron	3655384	3656471	1087	1208	1
NC_021684.1	Gnomon	exon	3656472	3656622	150	1209	1
NC_021684.1	Gnomon	intron	3656623	3657825	1202	1210	1
NC_021684.1	Gnomon	exon	3657826	3658105	279	1211	1
NC_021684.1	Gnomon	intron	3658106	3659255	1149	1212	1
NC_021684.1	Gnomon	exon	3659256	3659328	72	1213	1
NC_021684.1	Gnomon	intron	3659329	3659676	347	1214	1
NC_021684.1	Gnomon	exon	3659677	3659735	58	1215	1
NC_021684.1	Gnomon	intron	3659736	3660312	576	1216	1
NC_021684.1	Gnomon	exon	3660313	3660402	89	1217	1
NC_021684.1	Gnomon	intron	3660403	3660795	392	1218	1
NC_021684.1	Gnomon	exon	3660796	3660917	121	1219	1
NC_021684.1	Gnomon	intron	3660918	3662480	1562	1220	1
NC_021684.1	Gnomon	exon	3662481	3662547	66	1221	1
NC_021684.1	Gnomon	intron	3662548	3663379	831	1222	1
NC_021684.1	Gnomon	exon	3663380	3663475	95	1223	1
NC_021684.1	Gnomon	intron	3663476	3667265	3789	1224	1
NC_021684.1	Gnomon	exon	3667266	3667313	47	1225	1
NC_021684.1	Gnomon	intron	3667314	3680593	13279	1226	1
NC_021684.1	Gnomon	exon	3680594	3680689	95	1227	1
NC_021684.1	Gnomon	intron	3680690	3698839	18149	1228	1
NC_021684.1	Gnomon	exon	3698840	3699950	1110	1229	1
NC_021684.1	Gnomon	intron	3699951	3700702	751	1230	1
NC_021684.1	Gnomon	exon	3700703	3700989	286	1231	1
NC_021684.1	Gnomon	intron	3700990	3703253	2263	1232	1
NC_021684.1	Gnomon	exon	3703254	3703295	41	1233	1
NC_021684.1	Gnomon	intron	3703296	3704153	857	1234	1
NC_021684.1	Gnomon	exon	3704154	3704232	78	1235	1
NC_021684.1	Gnomon	intron	3704233	3705425	1192	1236	1
NC_021684.1	Gnomon	exon	3705426	3705508	82	1237	1
NC_021684.1	Gnomon	intron	3705509	3706990	1481	1238	1
NC_021684.1	Gnomon	exon	3706991	3707161	170	1239	1
NC_021684.1	Gnomon	intron	3707162	3708186	1024	1240	1
NC_021684.1	Gnomon	exon	3708187	3708302	115	1241	1
NC_021684.1	Gnomon	intron	3708303	3708593	290	1242	1
NC_021684.1	Gnomon	exon	3708594	3708754	160	1243	1
NC_021684.1	Gnomon	intron	3708755	3709724	969	1244	1
NC_021684.1	Gnomon	exon	3709725	3709823	98	1245	1
NC_021684.1	Gnomon	intron	3709824	3710272	448	1246	1
NC_021684.1	Gnomon	exon	3710273	3710402	129	1247	1
NC_021684.1	Gnomon	intron	3710403	3711145	742	1248	1
NC_021684.1	Gnomon	exon	3711146	3711871	725	1249	1
NC_021684.1	Gnomon	intron	3711872	3712419	547	1250	1
NC_021684.1	Gnomon	exon	3712420	3712562	142	1251	1
NC_021684.1	Gnomon	intron	3712563	3713087	524	1252	1
NC_021684.1	Gnomon	exon	3713088	3713179	91	1253	1
NC_021684.1	Gnomon	intron	3713180	3714009	829	1254	1
NC_021684.1	Gnomon	exon	3714010	3714093	83	1255	1
NC_021684.1	Gnomon	intron	3714094	3714373	279	1256	1
NC_021684.1	Gnomon	exon	3714374	3714620	246	1257	1
NC_021684.1	Gnomon	intron	3714621	3715096	475	1258	1
NC_021684.1	Gnomon	exon	3715097	3716926	1829	1259	1
NC_021684.1	Gnomon	intron	3716927	3722691	5764	1260	1
NC_021684.1	Gnomon	exon	3722692	3723992	1300	1261	1
NC_021684.1	Gnomon	intron	3723993	3726084	2091	1262	1
NC_021684.1	Gnomon	exon	3726085	3726303	218	1263	1
NC_021684.1	Gnomon	intron	3726304	3726605	301	1264	1
NC_021684.1	Gnomon	exon	3726606	3726721	115	1265	1
NC_021684.1	Gnomon	intron	3726722	3741093	14371	1266	1
NC_021684.1	Gnomon	exon	3741094	3741153	59	1267	1
NC_021684.1	Gnomon	intron	3741154	3742304	1150	1268	1
NC_021684.1	Gnomon	exon	3742305	3742391	86	1269	1
NC_021684.1	Gnomon	intron	3742392	3742642	250	1270	1
NC_021684.1	Gnomon	exon	3742643	3742808	165	1271	1
NC_021684.1	Gnomon	intron	3742809	3747328	4519	1272	1
NC_021684.1	Gnomon	exon	3747329	3747427	98	1273	1
NC_021684.1	Gnomon	intron	3747428	3752338	4910	1274	1
NC_021684.1	Gnomon	exon	3752339	3752356	17	1275	1
NC_021684.1	Gnomon	intron	3752357	3753319	962	1276	1
NC_021684.1	Gnomon	exon	3753320	3753513	193	1277	1
NC_021684.1	Gnomon	intron	3753514	3754547	1033	1278	1
NC_021684.1	Gnomon	exon	3754548	3754632	84	1279	1
NC_021684.1	Gnomon	intron	3754633	3756614	1981	1280	1
NC_021684.1	Gnomon	exon	3756615	3756694	79	1281	1
NC_021684.1	Gnomon	intron	3756695	3757507	812	1282	1
NC_021684.1	Gnomon	exon	3757508	3757605	97	1283	1
NC_021684.1	Gnomon	intron	3757606	3758777	1171	1284	1
NC_021684.1	Gnomon	exon	3758778	3758832	54	1285	1
NC_021684.1	Gnomon	intron	3758833	3759155	322	1286	1
NC_021684.1	Gnomon	exon	3759156	3759241	85	1287	1
NC_021684.1	Gnomon	intron	3759242	3760044	802	1288	1
NC_021684.1	Gnomon	exon	3760045	3760131	86	1289	1
NC_021684.1	Gnomon	intron	3760132	3760610	478	1290	1
NC_021684.1	Gnomon	exon	3760611	3760678	67	1291	1
NC_021684.1	Gnomon	intron	3760679	3761470	791	1292	1
NC_021684.1	Gnomon	exon	3761471	3761596	125	1293	1
NC_021684.1	Gnomon	intron	3761597	3762282	685	1294	1
NC_021684.1	Gnomon	exon	3762283	3762397	114	1295	1
NC_021684.1	Gnomon	intron	3762398	3763196	798	1296	1
NC_021684.1	Gnomon	exon	3763197	3763301	104	1297	1
NC_021684.1	Gnomon	intron	3763302	3763438	136	1298	1
NC_021684.1	Gnomon	exon	3763439	3763564	125	1299	1
NC_021684.1	Gnomon	intron	3763565	3764694	1129	1300	1
NC_021684.1	Gnomon	exon	3764695	3764787	92	1301	1
NC_021684.1	Gnomon	intron	3764788	3764980	192	1302	1
NC_021684.1	Gnomon	exon	3764981	3765054	73	1303	1
NC_021684.1	Gnomon	intron	3765055	3765495	440	1304	1
NC_021684.1	Gnomon	exon	3765496	3765613	117	1305	1
NC_021684.1	Gnomon	intron	3765614	3766093	479	1306	1
NC_021684.1	Gnomon	exon	3766094	3766193	99	1307	1
NC_021684.1	Gnomon	intron	3766194	3766631	437	1308	1
NC_021684.1	Gnomon	exon	3766632	3766693	61	1309	1
NC_021684.1	Gnomon	intron	3766694	3766782	88	1310	1
NC_021684.1	Gnomon	exon	3766783	3766854	71	1311	1
NC_021684.1	Gnomon	intron	3766855	3767506	651	1312	1
NC_021684.1	Gnomon	exon	3767507	3767627	120	1313	1
NC_021684.1	Gnomon	intron	3767628	3768373	745	1314	1
NC_021684.1	Gnomon	exon	3768374	3768475	101	1315	1
NC_021684.1	Gnomon	intron	3768476	3769434	958	1316	1
NC_021684.1	Gnomon	exon	3769435	3769541	106	1317	1
NC_021684.1	Gnomon	intron	3769542	3770006	464	1318	1
NC_021684.1	Gnomon	exon	3770007	3770205	198	1319	1
NC_021684.1	Gnomon	intron	3770206	3770812	606	1320	1
NC_021684.1	Gnomon	exon	3770813	3770958	145	1321	1
NC_021684.1	Gnomon	intron	3770959	3771149	190	1322	1
NC_021684.1	Gnomon	exon	3771150	3771233	83	1323	1
NC_021684.1	Gnomon	intron	3771234	3771542	308	1324	1
NC_021684.1	Gnomon	exon	3771543	3771650	107	1325	1
NC_021684.1	Gnomon	intron	3771651	3774337	2686	1326	1
NC_021684.1	Gnomon	exon	3774338	3774515	177	1327	1
NC_021684.1	Gnomon	intron	3774516	3775541	1025	1328	1
NC_021684.1	Gnomon	exon	3775542	3775616	74	1329	1
NC_021684.1	Gnomon	intron	3775617	3775982	365	1330	1
NC_021684.1	Gnomon	exon	3775983	3776070	87	1331	1
NC_021684.1	Gnomon	intron	3776071	3776322	251	1332	1
NC_021684.1	Gnomon	exon	3776323	3776410	87	1333	1
NC_021684.1	Gnomon	intron	3776411	3776611	200	1334	1
NC_021684.1	Gnomon	exon	3776612	3776696	84	1335	1
NC_021684.1	Gnomon	intron	3776697	3783802	7105	1336	1
NC_021684.1	Gnomon	exon	3783803	3783942	139	1337	1
NC_021684.1	Gnomon	intron	3783943	3784089	146	1338	1
NC_021684.1	Gnomon	exon	3784090	3784278	188	1339	1
NC_021684.1	Gnomon	intron	3784279	3785783	1504	1340	1
NC_021684.1	Gnomon	exon	3785784	3785859	75	1341	1
NC_021684.1	Gnomon	intron	3785860	3786031	171	1342	1
NC_021684.1	Gnomon	exon	3786032	3786116	84	1343	1
NC_021684.1	Gnomon	intron	3786117	3792922	6805	1344	1
NC_021684.1	Gnomon	exon	3792923	3795900	2977	1345	1
NC_021684.1	Gnomon	intron	3795901	3797536	1635	1346	1
NC_021684.1	Gnomon	exon	3797537	3797679	142	1347	1
NC_021684.1	Gnomon	intron	3797680	3798001	321	1348	1
NC_021684.1	Gnomon	exon	3798002	3798109	107	1349	1
NC_021684.1	Gnomon	intron	3798110	3798209	99	1350	1
NC_021684.1	Gnomon	exon	3798210	3798295	85	1351	1
NC_021684.1	Gnomon	intron	3798296	3798399	103	1352	1
NC_021684.1	Gnomon	exon	3798400	3798828	428	1353	1
NC_021684.1	Gnomon	intron	3798829	3798889	60	1354	1
NC_021684.1	Gnomon	exon	3798890	3799088	198	1355	1
NC_021684.1	Gnomon	intron	3799089	3799253	164	1356	1
NC_021684.1	Gnomon	exon	3799254	3799436	182	1357	1
NC_021684.1	Gnomon	intron	3799437	3799600	163	1358	1
NC_021684.1	Gnomon	exon	3799601	3799728	127	1359	1
NC_021684.1	Gnomon	intron	3799729	3799821	92	1360	1
NC_021684.1	Gnomon	exon	3799822	3799900	78	1361	1
NC_021684.1	Gnomon	intron	3799901	3799976	75	1362	1
NC_021684.1	Gnomon	exon	3799977	3800278	301	1363	1
NC_021684.1	Gnomon	intron	3800279	3800632	353	1364	1
NC_021684.1	Gnomon	exon	3800633	3800681	48	1365	1
NC_021684.1	Gnomon	intron	3800682	3800755	73	1366	1
NC_021684.1	Gnomon	exon	3800756	3800825	69	1367	1
NC_021684.1	Gnomon	intron	3800826	3802334	1508	1368	1
NC_021684.1	Gnomon	exon	3802335	3804842	2507	1369	1
NC_021684.1	Gnomon	intron	3804843	3805687	844	1370	1
NC_021684.1	Gnomon	exon	3805688	3805863	175	1371	1
NC_021684.1	Gnomon	intron	3805864	3807227	1363	1372	1
NC_021684.1	Gnomon	exon	3807228	3807409	181	1373	1
NC_021684.1	Gnomon	intron	3807410	3807988	578	1374	1
NC_021684.1	Gnomon	exon	3807989	3808199	210	1375	1
NC_021684.1	Gnomon	intron	3808200	3810872	2672	1376	1
NC_021684.1	Gnomon	exon	3810873	3811218	345	1377	1
NC_021684.1	Gnomon	intron	3811219	3836804	25585	1378	1
NC_021684.1	Gnomon	exon	3836805	3836904	99	1379	1
NC_021684.1	Gnomon	intron	3836905	3837000	95	1380	1
NC_021684.1	Gnomon	exon	3837001	3839241	2240	1381	1
NC_021684.1	Gnomon	intron	3839242	3839697	455	1382	1
NC_021684.1	Gnomon	exon	3839698	3839814	116	1383	1
NC_021684.1	Gnomon	intron	3839815	3840990	1175	1384	1
NC_021684.1	Gnomon	exon	3840991	3841152	161	1385	1
NC_021684.1	Gnomon	intron	3841153	3841161	8	1386	1
NC_021684.1	Gnomon	exon	3841162	3841216	54	1387	1
NC_021684.1	Gnomon	intron	3841217	3841527	310	1388	1
NC_021684.1	Gnomon	exon	3841528	3841547	19	1389	1
NC_021684.1	Gnomon	intron	3841548	3841606	58	1390	1
NC_021684.1	Gnomon	exon	3841607	3841709	102	1391	1
NC_021684.1	Gnomon	intron	3841710	3843386	1676	1392	1
NC_021684.1	Gnomon	exon	3843387	3843896	509	1393	1
NC_021684.1	Gnomon	intron	3843897	3844022	125	1394	1
NC_021684.1	Gnomon	exon	3844023	3844053	30	1395	1
NC_021684.1	Gnomon	intron	3844054	3844145	91	1396	1
NC_021684.1	Gnomon	exon	3844146	3844212	66	1397	1
NC_021684.1	Gnomon	intron	3844213	3845192	979	1398	1
NC_021684.1	Gnomon	exon	3845193	3845228	35	1399	1
NC_021684.1	Gnomon	intron	3845229	3845367	138	1400	1
NC_021684.1	Gnomon	exon	3845368	3845507	139	1401	1
NC_021684.1	Gnomon	intron	3845508	3845591	83	1402	1
NC_021684.1	Gnomon	exon	3845592	3845794	202	1403	1
NC_021684.1	Gnomon	intron	3845795	3845867	72	1404	1
NC_021684.1	Gnomon	exon	3845868	3846015	147	1405	1
NC_021684.1	Gnomon	intron	3846016	3846093	77	1406	1
NC_021684.1	Gnomon	exon	3846094	3846233	139	1407	1
NC_021684.1	Gnomon	intron	3846234	3846312	78	1408	1
NC_021684.1	Gnomon	exon	3846313	3846528	215	1409	1
NC_021684.1	Gnomon	intron	3846529	3846717	188	1410	1
NC_021684.1	Gnomon	exon	3846718	3846820	102	1411	1
NC_021684.1	Gnomon	intron	3846821	3847104	283	1412	1
NC_021684.1	Gnomon	exon	3847105	3847255	150	1413	1
NC_021684.1	Gnomon	intron	3847256	3847341	85	1414	1
NC_021684.1	Gnomon	exon	3847342	3847507	165	1415	1
NC_021684.1	Gnomon	intron	3847508	3847604	96	1416	1
NC_021684.1	Gnomon	exon	3847605	3847741	136	1417	1
NC_021684.1	Gnomon	intron	3847742	3847813	71	1418	1
NC_021684.1	Gnomon	exon	3847814	3847917	103	1419	1
NC_021684.1	Gnomon	intron	3847918	3848385	467	1420	1
NC_021684.1	Gnomon	exon	3848386	3848481	95	1421	1
NC_021684.1	Gnomon	intron	3848482	3848597	115	1422	1
NC_021684.1	Gnomon	exon	3848598	3848683	85	1423	1
NC_021684.1	Gnomon	intron	3848684	3848762	78	1424	1
NC_021684.1	Gnomon	exon	3848763	3848925	162	1425	1
NC_021684.1	Gnomon	intron	3848926	3848997	71	1426	1
NC_021684.1	Gnomon	exon	3848998	3849194	196	1427	1
NC_021684.1	Gnomon	intron	3849195	3849327	132	1428	1
NC_021684.1	Gnomon	exon	3849328	3849348	20	1429	1
NC_021684.1	Gnomon	intron	3849349	3849774	425	1430	1
NC_021684.1	Gnomon	exon	3849775	3850187	412	1431	1
NC_021684.1	Gnomon	intron	3850188	3853668	3480	1432	1
NC_021684.1	Gnomon	exon	3853669	3853879	210	1433	1
NC_021684.1	Gnomon	intron	3853880	3854166	286	1434	1
NC_021684.1	Gnomon	exon	3854167	3854267	100	1435	1
NC_021684.1	Gnomon	intron	3854268	3854345	77	1436	1
NC_021684.1	Gnomon	exon	3854346	3854447	101	1437	1
NC_021684.1	Gnomon	intron	3854448	3856324	1876	1438	1
NC_021684.1	Gnomon	exon	3856325	3856516	191	1439	1
NC_021684.1	Gnomon	intron	3856517	3856589	72	1440	1
NC_021684.1	Gnomon	exon	3856590	3856676	86	1441	1
NC_021684.1	Gnomon	intron	3856677	3856763	86	1442	1
NC_021684.1	Gnomon	exon	3856764	3856873	109	1443	1
NC_021684.1	Gnomon	intron	3856874	3857041	167	1444	1
NC_021684.1	Gnomon	exon	3857042	3857231	189	1445	1
NC_021684.1	Gnomon	intron	3857232	3857595	363	1446	1
NC_021684.1	Gnomon	exon	3857596	3857670	74	1447	1
NC_021684.1	Gnomon	intron	3857671	3857782	111	1448	1
NC_021684.1	Gnomon	exon	3857783	3857957	174	1449	1
NC_021684.1	Gnomon	intron	3857958	3858132	174	1450	1
NC_021684.1	Gnomon	exon	3858133	3858197	64	1451	1
NC_021684.1	Gnomon	intron	3858198	3858424	226	1452	1
NC_021684.1	Gnomon	exon	3858425	3858621	196	1453	1
NC_021684.1	Gnomon	intron	3858622	3858698	76	1454	1
NC_021684.1	Gnomon	exon	3858699	3858864	165	1455	1
NC_021684.1	Gnomon	intron	3858865	3858962	97	1456	1
NC_021684.1	Gnomon	exon	3858963	3859118	155	1457	1
NC_021684.1	Gnomon	intron	3859119	3859202	83	1458	1
NC_021684.1	Gnomon	exon	3859203	3859283	80	1459	1
NC_021684.1	Gnomon	intron	3859284	3859362	78	1460	1
NC_021684.1	Gnomon	exon	3859363	3859470	107	1461	1
NC_021684.1	Gnomon	intron	3859471	3859633	162	1462	1
NC_021684.1	Gnomon	exon	3859634	3859792	158	1463	1
NC_021684.1	Gnomon	intron	3859793	3859862	69	1464	1
NC_021684.1	Gnomon	exon	3859863	3860009	146	1465	1
NC_021684.1	Gnomon	intron	3860010	3860112	102	1466	1
NC_021684.1	Gnomon	exon	3860113	3860207	94	1467	1
NC_021684.1	Gnomon	intron	3860208	3860321	113	1468	1
NC_021684.1	Gnomon	exon	3860322	3860448	126	1469	1
NC_021684.1	Gnomon	intron	3860449	3860560	111	1470	1
NC_021684.1	Gnomon	exon	3860561	3860651	90	1471	1
NC_021684.1	Gnomon	intron	3860652	3860829	177	1472	1
NC_021684.1	Gnomon	exon	3860830	3860936	106	1473	1
NC_021684.1	Gnomon	intron	3860937	3861003	66	1474	1
NC_021684.1	Gnomon	exon	3861004	3861096	92	1475	1
NC_021684.1	Gnomon	intron	3861097	3861192	95	1476	1
NC_021684.1	Gnomon	exon	3861193	3861327	134	1477	1
NC_021684.1	Gnomon	intron	3861328	3862115	787	1478	1
NC_021684.1	Gnomon	exon	3862116	3862281	165	1479	1
NC_021684.1	Gnomon	intron	3862282	3862797	515	1480	1
NC_021684.1	Gnomon	exon	3862798	3862861	63	1481	1
NC_021684.1	Gnomon	intron	3862862	3864709	1847	1482	1
NC_021684.1	Gnomon	exon	3864710	3864928	218	1483	1
NC_021684.1	Gnomon	intron	3864929	3865035	106	1484	1
NC_021684.1	Gnomon	exon	3865036	3865191	155	1485	1
NC_021684.1	Gnomon	intron	3865192	3865296	104	1486	1
NC_021684.1	Gnomon	exon	3865297	3865477	180	1487	1
NC_021684.1	Gnomon	intron	3865478	3865566	88	1488	1
NC_021684.1	Gnomon	exon	3865567	3865712	145	1489	1
NC_021684.1	Gnomon	intron	3865713	3865802	89	1490	1
NC_021684.1	Gnomon	exon	3865803	3865881	78	1491	1
NC_021684.1	Gnomon	intron	3865882	3866045	163	1492	1
NC_021684.1	Gnomon	exon	3866046	3866177	131	1493	1
NC_021684.1	Gnomon	intron	3866178	3866286	108	1494	1
NC_021684.1	Gnomon	exon	3866287	3866367	80	1495	1
NC_021684.1	Gnomon	intron	3866368	3866443	75	1496	1
NC_021684.1	Gnomon	exon	3866444	3866557	113	1497	1
NC_021684.1	Gnomon	intron	3866558	3867176	618	1498	1
NC_021684.1	Gnomon	exon	3867177	3867643	466	1499	1
NC_021684.1	Gnomon	intron	3867644	3867780	136	1500	1
NC_021684.1	Gnomon	exon	3867781	3867885	104	1501	1
NC_021684.1	Gnomon	intron	3867886	3869377	1491	1502	1
NC_021684.1	Gnomon	exon	3869378	3869449	71	1503	1
NC_021684.1	Gnomon	intron	3869450	3869800	350	1504	1
NC_021684.1	Gnomon	exon	3869801	3869914	113	1505	1
NC_021684.1	Gnomon	intron	3869915	3870205	290	1506	1
NC_021684.1	Gnomon	exon	3870206	3870632	426	1507	1
NC_021684.1	Gnomon	intron	3870633	3874868	4235	1508	1
NC_021684.1	Gnomon	exon	3874869	3877533	2664	1509	1
NC_021684.1	Gnomon	intron	3877534	3890322	12788	1510	1
NC_021684.1	Gnomon	exon	3890323	3890732	409	1511	1
NC_021684.1	Gnomon	intron	3890733	3905042	14309	1512	1
NC_021684.1	Gnomon	exon	3905043	3905060	17	1513	1
NC_021684.1	Gnomon	intron	3905061	3915813	10752	1514	1
NC_021684.1	Gnomon	exon	3915814	3915831	17	1515	1
NC_021684.1	Gnomon	intron	3915832	3915860	28	1516	1
NC_021684.1	Gnomon	exon	3915861	3915878	17	1517	1
NC_021684.1	Gnomon	intron	3915879	3917958	2079	1518	1
NC_021684.1	Gnomon	exon	3917959	3917977	18	1519	1
NC_021684.1	Gnomon	intron	3917978	3919682	1704	1520	1
NC_021684.1	Gnomon	exon	3919683	3919766	83	1521	1
NC_021684.1	Gnomon	intron	3919767	3922716	2949	1522	1
NC_021684.1	Gnomon	exon	3922717	3922735	18	1523	1
NC_021684.1	Gnomon	intron	3922736	3925423	2687	1524	1
NC_021684.1	Gnomon	exon	3925424	3925524	100	1525	1
NC_021684.1	Gnomon	intron	3925525	3926940	1415	1526	1
NC_021684.1	Gnomon	exon	3926941	3927076	135	1527	1
NC_021684.1	Gnomon	intron	3927077	3927473	396	1528	1
NC_021684.1	Gnomon	exon	3927474	3927615	141	1529	1
NC_021684.1	Gnomon	intron	3927616	3927764	148	1530	1
NC_021684.1	Gnomon	exon	3927765	3927877	112	1531	1
NC_021684.1	Gnomon	intron	3927878	3928007	129	1532	1
NC_021684.1	Gnomon	exon	3928008	3928122	114	1533	1
NC_021684.1	Gnomon	intron	3928123	3928284	161	1534	1
NC_021684.1	Gnomon	exon	3928285	3928467	182	1535	1
NC_021684.1	Gnomon	intron	3928468	3928538	70	1536	1
NC_021684.1	Gnomon	exon	3928539	3928659	120	1537	1
NC_021684.1	Gnomon	intron	3928660	3928745	85	1538	1
NC_021684.1	Gnomon	exon	3928746	3928864	118	1539	1
NC_021684.1	Gnomon	intron	3928865	3928958	93	1540	1
NC_021684.1	Gnomon	exon	3928959	3929124	165	1541	1
NC_021684.1	Gnomon	intron	3929125	3929222	97	1542	1
NC_021684.1	Gnomon	exon	3929223	3929353	130	1543	1
NC_021684.1	Gnomon	intron	3929354	3929435	81	1544	1
NC_021684.1	Gnomon	exon	3929436	3929538	102	1545	1
NC_021684.1	Gnomon	intron	3929539	3929642	103	1546	1
NC_021684.1	Gnomon	exon	3929643	3929779	136	1547	1
NC_021684.1	Gnomon	intron	3929780	3929900	120	1548	1
NC_021684.1	Gnomon	exon	3929901	3929936	35	1549	1
NC_021684.1	Gnomon	intron	3929937	3930018	81	1550	1
NC_021684.1	Gnomon	exon	3930019	3930130	111	1551	1
NC_021684.1	Gnomon	intron	3930131	3930201	70	1552	1
NC_021684.1	Gnomon	exon	3930202	3930279	77	1553	1
NC_021684.1	Gnomon	intron	3930280	3930345	65	1554	1
NC_021684.1	Gnomon	exon	3930346	3930492	146	1555	1
NC_021684.1	Gnomon	intron	3930493	3930573	80	1556	1
NC_021684.1	Gnomon	exon	3930574	3930680	106	1557	1
NC_021684.1	Gnomon	intron	3930681	3930930	249	1558	1
NC_021684.1	Gnomon	exon	3930931	3930980	49	1559	1
NC_021684.1	Gnomon	intron	3930981	3931015	34	1560	1
NC_021684.1	Gnomon	exon	3931016	3931155	139	1561	1
NC_021684.1	Gnomon	intron	3931156	3931231	75	1562	1
NC_021684.1	Gnomon	exon	3931232	3931462	230	1563	1
NC_021684.1	Gnomon	intron	3931463	3931588	125	1564	1
NC_021684.1	Gnomon	exon	3931589	3931742	153	1565	1
NC_021684.1	Gnomon	intron	3931743	3931822	79	1566	1
NC_021684.1	Gnomon	exon	3931823	3931929	106	1567	1
NC_021684.1	Gnomon	intron	3931930	3932002	72	1568	1
NC_021684.1	Gnomon	exon	3932003	3932105	102	1569	1
NC_021684.1	Gnomon	intron	3932106	3932179	73	1570	1
NC_021684.1	Gnomon	exon	3932180	3932370	190	1571	1
NC_021684.1	Gnomon	intron	3932371	3932460	89	1572	1
NC_021684.1	Gnomon	exon	3932461	3932549	88	1573	1
NC_021684.1	Gnomon	intron	3932550	3932626	76	1574	1
NC_021684.1	Gnomon	exon	3932627	3932707	80	1575	1
NC_021684.1	Gnomon	intron	3932708	3932779	71	1576	1
NC_021684.1	Gnomon	exon	3932780	3932857	77	1577	1
NC_021684.1	Gnomon	intron	3932858	3933835	977	1578	1
NC_021684.1	Gnomon	exon	3933836	3933977	141	1579	1
NC_021684.1	Gnomon	intron	3933978	3934163	185	1580	1
NC_021684.1	Gnomon	exon	3934164	3934252	88	1581	1
NC_021684.1	Gnomon	intron	3934253	3934322	69	1582	1
NC_021684.1	Gnomon	exon	3934323	3934374	51	1583	1
NC_021684.1	Gnomon	intron	3934375	3934457	82	1584	1
NC_021684.1	Gnomon	exon	3934458	3934552	94	1585	1
NC_021684.1	Gnomon	intron	3934553	3934661	108	1586	1
NC_021684.1	Gnomon	exon	3934662	3934722	60	1587	1
NC_021684.1	Gnomon	intron	3934723	3934898	175	1588	1
NC_021684.1	Gnomon	exon	3934899	3935020	121	1589	1
NC_021684.1	Gnomon	intron	3935021	3935087	66	1590	1
NC_021684.1	Gnomon	exon	3935088	3935128	40	1591	1
NC_021684.1	Gnomon	intron	3935129	3935217	88	1592	1
NC_021684.1	Gnomon	exon	3935218	3935309	91	1593	1
NC_021684.1	Gnomon	intron	3935310	3935382	72	1594	1
NC_021684.1	Gnomon	exon	3935383	3935520	137	1595	1
NC_021684.1	Gnomon	intron	3935521	3935719	198	1596	1
NC_021684.1	Gnomon	exon	3935720	3935862	142	1597	1
NC_021684.1	Gnomon	intron	3935863	3935986	123	1598	1
NC_021684.1	Gnomon	exon	3935987	3936062	75	1599	1
NC_021684.1	Gnomon	intron	3936063	3936164	101	1600	1
NC_021684.1	Gnomon	exon	3936165	3936342	177	1601	1
NC_021684.1	Gnomon	intron	3936343	3936731	388	1602	1
NC_021684.1	Gnomon	exon	3936732	3936777	45	1603	1
